html_line,old_start,old_end,html_text,new_start,new_end,new_text,match_score,txt_match,txt_score,is_scripture,flag,notes
313,984,991,"As you read the text, note that the name Elohim is yet another name for God, a bit less personal than Yahweh.",1072,1080,"As you read the text, note that the name Elohim is yet another name for God, a bit less personal than Yahweh.",1.000,,0.567,,OK+WHISPER_CHECK,
315,991,997,"Again, feel free to translate “Elohim” as “God” if it makes you feel more comfortable.",1081,1085,"Again, feel free to translate Elohim as God if it makes you feel more comfortable.",1.000,,0.391,,OK+WHISPER_CHECK,
317,997,1005,"Also, Ruakh is a Hebrew word which means Spirit, wind, or breath, more on that later.",1086,1091,"Also a Ruhak is a Hebrew word which means Spirit, Wind, or Breath, more on that later.",0.975,,0.394,,OK+WHISPER_CHECK,
343,1013,1033,"After the seven-word Hebrew title of Genesis 1:1, we read about the precreation state of watery chaos, a standard image for nothing at that point in history. However, with the presence of Elohim about to act, hovering as Ruakh over the face of the waters, we have hope.",1102,1113,"After the seven-word Hebrew title of Genesis 1,1 we read about the pre-creation state of watery chaos, a standard image for nothing at that point in history.",0.838,,0.406,,LOW_CONFIDENCE+WHISPER_CHECK,
348,1033,1053,"Elohim speaks to create light and divides those chaos waters to bring order to the sea, sky, and land in Days 1-3. He then fills those spaces with inhabitants in Days 4-6, starting with the lights in the sky, which are called signs. He makes living",1123,1133,"Elohim speaks to create light and divides those chaos waters to bring order to the sea, sky, and land in days 1 through 3.",0.929,,0.380,,TEXT_CHANGED+WHISPER_CHECK,
354,1053,1070,"beings to fill those spaces, giving them a blessing to be fruitful and multiply . Ultimately, God creates the human in His image, male and female He created them, which He sees as "" very good.""",1143,1149,"He makes living beings to fill those spaces, giving them a blessing to be fruitful and multiply.",0.958,,0.363,,TEXT_CHANGED+WHISPER_CHECK,
361,1070,1085,"Finally, on the 7th day, God rests, i.e., takes up residence and rules without conflict. In the imagination of the Ancient Near East, when a ruler rests, it is a time of shalom, peace within the land.",1161,1167,"Finally on the seventh day, God rest, i.e. takes up residence and rules without conflict.",0.979,,0.348,,TEXT_CHANGED+WHISPER_CHECK,
366,1085,1097,"We know this story well, thinking of it as a one-time creation event, but we need to keep reading to realize that creation is a cycle. It will repeat! 3",1177,1188,"We know this story well, thinking of it as a one-time creation event, but we need to keep reading to realize that creation is a cycle, it will repeat.",0.993,,0.368,,OK+WHISPER_CHECK,
370,1097,1107,"Still in the Creation section, Genesis 2:4-6 offers another perspective of non-life, a barren desert without water.",1189,1198,"Still in the creation section, Genesis 2, 4 through 6, offers another perspective of non-life, a barren desert without water.",0.956,,0.549,,TEXT_CHANGED+WHISPER_CHECK,
373,1107,1116,"God brings about life first via a stream, then the human, and finally trees, all in fun Hebrew wordplay.",1199,1207,"God brings about life, first via a stream, then the human, and finally trees, all in fun Hebrew wordplay.",1.000,,0.407,,OK+WHISPER_CHECK,
375,1116,1124,"Again, God's life is present, gently breathing the breath of life into the human.",1208,1214,"Again, God's life is present, gently breathing the breath of life into the human.",1.000,,0.440,,OK+WHISPER_CHECK,
389,1124,1138,The Choice portion of the melody starts with the divine command not to eat from the tree of the knowledge of good and bad.,1222,1230,The choice portion of the melody starts with the divine command not to eat from the tree of the knowledge of good and bad.,1.000,,0.433,,OK+WHISPER_CHECK,
391,1138,1150,"However, between the divine command and the Fall, the authors insert an example of Yahweh seeing, taking, building, and giving in 2:18-22.",1231,1241,"However, between the divine command and the fall, the authors insert an example of Yahweh seeing taking building and giving in 2, 18 through 22.",0.963,,0.412,,TEXT_CHANGED+WHISPER_CHECK,
394,1150,1161,"Unlike Yahweh, the humans see what is good in their eyes, then take, eat, and give non-life. The inevitable consequences follow. God acknowledges the unfortunate new state of His creation but makes some promises worth noting on the way out, see Genesis 3:15.",1250,1252,The inevitable consequences follow.,0.733,"The Choice portion of the melody starts with the divine command not to eat from the tree of the knowledge of good and bad. However, between the divine command and the Fall, the authors insert an example of Yahweh seeing, taking, building, and giving in 2:18-22. Unlike Yahweh, the humans see what is good in their eyes, then take, eat, and give non-life. The inevitable consequences follow. God acknowledges the unfortunate new state of His creation but makes some promises worth noting on the way out, see Genesis 3:15.",0.662,,LOW_CONFIDENCE+WHISPER_CHECK,
412,1177,1183,"Outside of Eden, the next generation escalates the spiral of Division.",1272,1277,"Outside of Eden, the next generation escalates the spiral of division.",1.000,,0.421,,OK+WHISPER_CHECK,
413,1183,1198,"As predicted in Genesis 3:16, they conceive for themselves instead of receiving from God, then experience great anguish. Cain kills Abel. Lamech takes two wives and murders a boy for striking him.",1278,1287,"As predicted in Genesis 3-16, they conceive for themselves instead of receiving from God, then experience great anguish.",0.984,,0.458,,TEXT_CHANGED+WHISPER_CHECK,
418,1198,1212,"The Sons of Elohim see and take the beautiful, tov, daughters of humanity in a parallel spiritual rebellion. We end up with the Nephilim, and the whole land is ruined by Genesis 6:12.",1295,1309,"The sons of El Himes see and take the beautiful Tove, daughters of humanity and a parallel spiritual rebellion, wind up with the Nephilim, and the whole land is ruined by Genesis 6-12.",0.966,,0.434,,TEXT_CHANGED+WHISPER_CHECK,
421,1212,1228,"If Genesis 1 had been a singular creation event then the whole cosmos would have been a very short, rather pointless, project. Fortunately for us, creation, life, and blessing are repeated notes in God's song.",1310,1318,"If Genesis 1 had been a singular creation event, then the whole cosmos would have been a very short, rather pointless project.",1.000,,0.368,,TEXT_CHANGED+WHISPER_CHECK,
439,1234,1242,The Collapse here is one we all know well. God brings about a great leveling act to cleanse the land via the Flood. 6,1333,1336,The collapse here is one we all know well.,0.991,,0.386,,TEXT_CHANGED+WHISPER_CHECK,
442,1242,1255,"This is a clear return to the Genesis 1:2 precreation state. By the end of Genesis 7, the world is again in the same watery chaos image of nothing, minus one small difference… a boat, covered with atonement, preserving seed.",1349,1355,"By the end of Genesis 7, the world is again in the same watery chaos image of nothing.",0.830,,0.554,,LOW_CONFIDENCE+WHISPER_CHECK,
447,1255,1268,This symbol of God preserving life is of no small significance for you and me.,1362,1368,This symbol of God preserving life is of no small significance for you and me.,1.000,,0.403,,OK+WHISPER_CHECK,
451,1268,1284,"Noah, seven other people, and a whole bunch of animals sit and wait until Yahweh does it again. ""How long? Oh LORD?"" the poets say. How long until You do it again?",1369,1376,"Noah, seven other people, and a whole bunch of animals sit and wait until Yahweh does it again.",0.880,,0.351,,TEXT_CHANGED+WHISPER_CHECK,
460,1284,1288,Genesis 1-7: Pattern Breakers!,1385,1388,Genesis 1-7 patternbreakers.,0.981,Genesis 1-7: Pattern Breakers!,1.000,,HEADING_SKIP,
462,1288,1319,"In the same way that Genesis 1-7 is The Template for the melody, it is also the template for pattern breakers! Clearly, Enoch and Noah don't follow the characteristic division and collapse cycle, but there is also a delightful ski jump at the end of chapter 4. From 4:1 to 4:24 we see characteristic human choices to establish the pattern. In those verses, Eve claims to have made a man all by herself in comparison to Yahweh. The authors use clever wordplay by noting only that Cain was",1389,1396,"In the same way that Genesis 1-7 is the template for the melody, it is also the template for patternbreakers.",0.665,,0.645,,LOW_CONFIDENCE+WHISPER_CHECK,
471,1319,1331,"conceived , the Hebrew root harah (הרה), with no mention of him being a son , the Hebrew word ben ( בן ). Cain, however, is invited by God to be a pattern breaker in the next generation.",1420,1430,"The authors use clever wordplay noting only that Cain was conceived, the Hebrew word Harah, with no mention of him being a son, the Hebrew word Ben.",0.673,,0.340,,LOW_CONFIDENCE+WHISPER_CHECK,
476,1331,1343,"He can rule over sin, but instead he chooses the path of non-life. Then Cain's wife will also conceive , but again no mention of their child, a different Enoch, being a son . We have already seen where that path spirals out of control in the Division section above.",1443,1450,"Then Cain's wife will also conceive, but again no mention of their child, a different Enoch, being a son.",0.856,,0.381,,TEXT_CHANGED+WHISPER_CHECK,
481,1357,1364,"Let's skip to verse 25, where we will see something new that you won't find on the Division spiral.",1456,1462,"Let's skip to verse 25, where we will see something new that you won't find on the division spiral.",1.000,,0.378,,OK+WHISPER_CHECK,
485,1364,1378,"In the closing section of chapter 4, verses 25 and 26, we start with intentionally repeated words from verse 1, ""Adam knew his wife again,"" but things go differently this time!",1463,1474,"In the closing section of chapter 4 verses 25 and 26, we start with intentionally repeated words from verse 1, Adam knew his wife again.",0.994,,0.484,,TEXT_CHANGED+WHISPER_CHECK,
488,1378,1398,"First, right at this pivot, the Hebrew name for Adam changes from The Adam, i.e. ""The Human"", to just Adam, a personal name. Conversely, Eve's name was used in verse 1, but now she called only ""Adam's wife"" to emphasize their union over individuality. Next, the authors hint that something is new by only stating that she",1477,1486,"First, right at this pivot, the Hebrew name for Adam changes from the Adam, I.e. the human, to just Adam, a personal name.",0.867,"In the closing section of chapter 4, verses 25 and 26, we start with intentionally repeated words from verse 1, “Adam knew his wife again,” but things go differently this time! First, right at this pivot, the Hebrew name for Adam changes from The Adam, i.e. “The Human”, to just Adam, a personal name. Conversely, Eve’s name was used in verse 1, but now she called only “Adam’s wife” to emphasize their union over individuality. Next, the authors hint that something is new by only stating that she bears a son (yalad ben) with no mention of her conceiving.",0.654,,TEXT_CHANGED+WHISPER_CHECK,
495,1398,1407,bears a son (yalad ben) with no mention of her conceiving .,1497,1506,"Next, the author's hint that something is new, by always stating that she bears a son, yellowed Ben, with no mention of her conceiving.",0.576,,0.500,,MANUAL_REVIEW,
498,1407,1413,"1 Now, the human knew his wife Eve ,",2244,2248,"Finally, Ham saw the nakedness of his father.",0.474,"4:1 Now, the human knew his wife Eve,",0.985,YES,SCRIPTURE_OK,
500,1407,1413,and she conceived and she gave birth,810,815,"And Mahaloel lived 65 years, and he caused the birth of Jared.",0.562,and she conceived and she gave birth,1.000,YES,SCRIPTURE_OK,
502,1413,1421,25 and Adam knew his wife again,2244,2248,"Finally, Ham saw the nakedness of his father.",0.378,4:25 and Adam knew his wife again,0.984,YES,SCRIPTURE_LOW_CONF,
504,1413,1421,"and she gave birth to a son ,",822,824,And he caused the birth of sons and daughters.,0.583,"and she gave birth to a son,",1.000,YES,SCRIPTURE_OK,
506,1421,1432,"Obviously, she did conceive for every birth. She clearly became pregnant at some point, but the authors do not mention it, since this birth is not all about Eve.",1522,1531,"Obviously, she did conceive for every birth, she clearly became pregnant at some point, but the authors don't mention it, since this birth is not all about Eve.",0.994,,0.464,,OK+WHISPER_CHECK,
510,1432,1445,"Finally, Adam's wife shows her new perspective by giving the glory to Elohim, not herself. She sees life as a gift to be received instead of an act accomplished by herself.",1533,1538,"Finally, Adam's wife shows her new perspective by giving the glory to Elohim not herself.",0.936,,0.339,,TEXT_CHANGED+WHISPER_CHECK,
513,1445,1460,"Then it hits you... She is the first to break the pattern ! She was the first to take the fruit, but she was also the first to turn back and make a different choice. We all fail, that's really nothing new, but we don't all turn back to God.",1547,1556,"She is the first to break the pattern. She was the first to take the fruit, but she was also the first to turn back and make a different choice.",0.764,,0.397,,LOW_CONFIDENCE+WHISPER_CHECK,
518,1460,1491,"Eve, Mother of all living-ones, is famous for Genesis 3:6-7, but she was also the first to receive the fruit. Welcome home! I say ""Welcome home"" because Eden is a place where heaven and earth overlap. A place where human and divine work together as one (yachad in Hebrew). It has always been more than just a physical spot on the map. Let's bring life to the next generation together!",1562,1571,"Eve, mother of all living ones, is famous for Genesis 3, 6, through 7, but she was also the first to receive the fruit.",0.910,,0.570,,TEXT_CHANGED+WHISPER_CHECK,
528,1491,1497,"Here are the pattern breaker choices in the first cycle of the melody, starting with Eve.",1591,1597,"Here are the pattern breaker choices in the first cycle of the melody, starting with Eve.",1.000,"Here are the pattern breaker choices in the first cycle of the melody, starting with Eve.",1.000,,OK,
583,1564,1598,"If these phrases were used only in this verse, the mystery would be impossible to unravel, but that's not how the Bible works. The authors slowly reveal additional information as stories repeat to invite hearers to become active participants. For example, these subtle ""conceive"" vs ""bear a son"" word choices will echo not just in chapter 4 with Eve herself, but with other mothers in Scripture. To conceive is not a 100% match for pending great anguish, but it's a hint used more than a few times. Consider: Avram and Hagar",1669,1677,The authors slowly reveal additional information as stories repeat to invite hearers to become active participants.,0.648,,0.468,,LOW_CONFIDENCE+WHISPER_CHECK,
593,1598,1625,"conceive with Ishmael, Genesis 16:4, but Avraham and Sarah conceive and bear a son with Isaac, 21:2. David and Bathsheba initially conceive a child who died on the seventh day, 2 Samuel 11:5, but later bear a son , Solomon in 12:24-25.",1696,1708,"Consider, Abraham and Hegar conceive with Ishmael, Genesis 164, but Abraham and Sarah conceive in Barisun with Isaac, 212.",0.735,,0.312,,LOW_CONFIDENCE+WHISPER_CHECK,
597,1625,1663,"The later stories inform the earlier Genesis 3:16 mystery. (Note: comically this is similar to how backpropagation is used today in training neural networks.) As a teacher, I can identify this technique of putting an initial puzzle before students, a little mystery to figure out. These authors have intentionally crafted a learning experience to find linked words that unlock a cryptic statement. Focusing on ten words at a time doesn't work, you need the greater narrative. Much like The Ten Words, the 10 Commandments, the ten Hebrew words of Genesis 3:16 to the woman take time and effort to unpack.",1728,1735,"As a teacher, I can identify this technique of putting an initial puzzle before students, a little mystery to figure out.",0.558,,0.505,,MANUAL_REVIEW,
597,1663,1692,"With these patterns in mind, we return to Genesis 4:25-26, where Seth and Enosh are on God's chosen path. They are sons, think John 1:12, who experience only necessary labor pains. They avoid the great anguish seen in 4:1-24 with self made plans. Let's see how God will work through these pattern breaker choices in the generations that follow.",1761,1770,"With these patterns in mind, we return to Genesis 425 through 26, where Satan and Enoch are on God's chosen path.",0.644,,0.331,,LOW_CONFIDENCE+WHISPER_CHECK,
609,1696,1705,5:22 and Enoch walked with God three hundred years …,871,877,"And Enoch walked with God, and he was not, or God took him.",0.629,5:22 and Enoch walked with God three hundred years …,1.000,,LOW_CONFIDENCE,
612,1705,1708,"23 and all the days of Enoch were three hundred and sixty-five years,",847,852,"And all the days of Jared were 962 years, and he died.",0.555,"23 and all the days of Enoch were three hundred and sixty-five years,",1.000,,MANUAL_REVIEW,
615,1708,1715,"24 and Enoch walked with God; and he was not, for God took him .",1797,1811,"An Enoch walked with God 300 years, and all the days of Enoch were 365 years, and Enoch walked with God, and he was not, or God took him.",0.594,"24 and Enoch walked with God; and he was not, for God took him.",1.000,,MANUAL_REVIEW,
629,1715,1724,"according to all that Elohim had commanded him, so he did.",1816,1827,"An Elohim said to Noah, build an ark, many cosmos, and Noah did it, according to all that Elohim had commanded him, so he did.",0.636,"according to all that Elohim had commanded him, so he did.",1.000,,LOW_CONFIDENCE,
643,1732,1736,And Noah did it! That’s all we needed to know.,871,877,"And Enoch walked with God, and he was not, or God took him.",0.485,And Noah did it! That’s all we needed to know.,1.000,,MANUAL_REVIEW,
649,1736,1750,"God preserves a remnant to partner with him in the next melody cycle, and the pattern breakers are that remnant. The prophets will later develop this concept at length, but the theme is planted right here in Genesis.",1841,1849,"God preserves a remnant, to partner with him in the next melody cycle, and the pattern breakers are that remnant.",0.871,"God preserves a remnant to partner with him in the next melody cycle, and the pattern breakers are that remnant. The prophets will later develop this concept at length, but the theme is planted right here in Genesis. They will join God to rebuild the cosmos when he does it again!",0.871,,TEXT_CHANGED,
653,1750,1757,They will join God to rebuild the cosmos when he does it again!,1849,1861,"The prophets will later develop this concept at length, but the theme is planted right here in Genesis. They will join God to rebuild the cosmos when he does it again.",0.549,,0.471,,MANUAL_REVIEW,
655,1757,1762,Genesis 8-11: The Second Round of the Melody,1864,1866,Genesis 8-11.,1.000,Genesis 8-11: The Second Round of the Melody,1.000,,TEXT_CHANGED,
657,1762,1779,"Before we jump into the second cycle of the melody, I'd like to pause for a moment and congratulate you for making it to the center of the center of this guide. We find ourselves in Genesis 8:1 and it feels symbolic, as if very early in the morning on the first day of a new week.",1869,1878,"Before we jump into the second round of the melody, I'd like to pause for a moment, and congratulate you for making it to the center of the center of this guide.",0.916,,0.475,,TEXT_CHANGED+WHISPER_CHECK,
662,1779,1795,"I sure hope something important happens. Sure enough, something truly remarkable and significant will happen. Genesis 1 will replay in Genesis 8:1-9:18, but in new ways for a new generation.",1890,1897,"I sure hope something important happens. Sure enough, something truly remarkable and significant will happen.",0.871,,0.410,,TEXT_CHANGED+WHISPER_CHECK,
665,1795,1812,"A pattern is not a pattern unless it repeats. So in Genesis 1-11, the introduction to the Bible, we see the cycle of life, not once, but twice. The Hebrew Bible authors are quietly going to reshape the way you see the world.",1911,1918,"So in Genesis 1-11, the introduction to the Bible, we see the cycle of life not once, but twice.",0.697,,0.395,,LOW_CONFIDENCE+WHISPER_CHECK,
669,1812,1828,"The Spirit has breathed into them a truth that God never stops bringing creation, life, and blessing. Let's reflect on their words and try to become listeners that live out Psalm 1:1-1:3.",1919,1933,"The Hebrew Bible authors are quietly going to reshape the way you see the world. The Spirit has breathed into them a truth that God never stops creating life, creation, life, and blessing.",0.638,,0.351,,LOW_CONFIDENCE+WHISPER_CHECK,
674,1828,1836,"The cycle begins again in Genesis 8:1, unmistakably, right in the chiastic center of the flood narrative. 8",1942,1949,"The cycle begins again and 8-1, unmistakably, right in the chiastic center of the flood narrative.",0.934,,0.453,,TEXT_CHANGED+WHISPER_CHECK,
677,1836,1857,"Life begins with the presence of God, shown again as Ruakh (רוח), the Hebrew word that means wind, breath, or Spirit. Additionally, we introduce a new highly significant word, zakar , which means not just ""remembered,"" but more accurately ""remembered and acted on it!"" 7",1957,1968,"Additionally, we introduce a new, highly significant word, Zakar, which means not just remembered, but more accurately remembered and acted on it.",0.712,"The cycle begins again in Genesis 8:1, unmistakably, right in the chiastic center of the flood narrative.8 Life begins with the presence of God, shown again as Ruakh (רוח), the Hebrew word that means wind, breath, or presence. Additionally, we introduce a new highly significant word, zakar, which means not just “remembered,” but more accurately “remembered and acted on it!”7",0.810,,LOW_CONFIDENCE,
686,1857,1876,8:1 “And Elohim remembered (zakar) Noah,2312,2314,"Wait, Canaan? Where did Ham go?",0.413,8:1 “And Elohim remembered (zakar) Noah,1.000,YES,SCRIPTURE_OK,
689,1857,1876,and all the living creatures,1250,1252,The inevitable consequences follow.,0.419,and all the living creatures,1.000,YES,SCRIPTURE_OK,
691,1857,1876,and all the beasts that were with him in the ark;,2244,2248,"Finally, Ham saw the nakedness of his father.",0.462,and all the beasts that were with him in the ark;,1.000,YES,SCRIPTURE_OK,
694,1857,1876,and Elohim caused to pass,2373,2375,Dangerous notes are beginning to play.,0.419,and Elohim caused to pass,1.000,YES,SCRIPTURE_OK,
695,1857,1876,a Spirit/wind ( Ruakh ) to cover the land,1866,1868,The second round of the melody.,0.485,a Spirit/wind (Ruakh) to cover the land,1.000,YES,SCRIPTURE_OK,
697,1857,1876,and the waters subsided.”,1377,1379,"How long, O Lord, the poet say?",0.392,and the waters subsided.”,1.000,YES,HEADING_SKIP,
700,1876,1887,"To help you compare the two “about to act” creation moments, here is the precreation state of Genesis 1:2, where the Ruakh was over the face of the waters.",1986,1995,"To help you compare the two about to act creation moments, here is the pre-creation state of Genesis 1-2, where the Ruaq was over the face of the waters.",0.990,"To help you compare t[a]he two “about to act” creation moments, here is the precreation state of Genesis 1:2, where the Ruakh was over the face of the waters.",0.997,,OK,
705,1887,1905,"1: 2 Now, the land was wild and waste (תהו ווהו • tohu va-vohu ) ,",1996,2005,"Now the land was wild and waste, Tohu-Vabu, and darkness was over the face of the deep abyss, the toome.",0.529,"1:2 Now, the land was wild and waste  (תהו ווהו • tohu va-vohu),",0.991,YES,SCRIPTURE_OK,
708,1887,1905,"and darkness was over the face of the deep abyss (תהום • tehom ) ,",1996,2005,"Now the land was wild and waste, Tohu-Vabu, and darkness was over the face of the deep abyss, the toome.",0.671,"and darkness was over the face of the deep abyss  (תהום • tehom),",1.000,YES,SCRIPTURE_OK,
711,1897,1905,but the breath ( Ruakh ) of Elohim was hovering over the face of the waters (המים),2006,2013,"But the breath, Ruaq, of Elohim, was hovering over the face of the waters, Hamein.",0.915,but the breath (Ruakh) of Elohim was hovering over the face of the waters  (המים),1.000,YES,SCRIPTURE_OK,
715,1905,1922,"This guide is not a deep dive on the Holy Spirit , the third person of the Trinity, for that consider a work like Tyler Staton's The Familiar Stranger . 10",2014,2023,"This guide is not a deep dive on the Holy Spirit, the third person of the Trinity, for that consider a work like Tyler Stanton's, the familiar stranger.",0.986,,0.560,,OK+WHISPER_CHECK,
719,1914,1932,"However, I do want to at least point out that the Spirit did not come only after Jesus' death at Pentecost in Acts 2. The same Spirit has been present and active since page one, doing what God does best, breathing life into His creation.",2024,2041,"However, I do want to at least point out that the Spirit did not come only after Jesus' death at Pentecost in Acts 2, the same Spirit has been present and active since page 1, doing what God does best, breathing life into His creation.",0.991,"This guide is not a deep dive on the Holy Spirit, the third person of the Trinity, for that consider a work like Tyler Staton’s The Familiar Stranger.10 However, I do want to at least point out that the Spirit did not come only after Jesus' death at Pentecost in Acts 2. The same Spirit has been present and active since page one, doing what God does best, breathing life into His creation.",0.750,,OK,
725,1932,1940,"By the way, props to the 16th-century Bible scholars who chose to put the first melody into exactly seven chapters. Well done!",2042,2050,"By the way, props to the 16th century Bible scholars, who chose to put the first melody into exactly seven chapters, well done.",0.996,"By the way, props to the 16th-century Bible scholars who chose to put the first melody into exactly seven chapters. Well done!",1.000,,OK,
729,1940,1948,"Next , Elohim commands Noah and his family to go out from the ark, blessing them Genesis 1 style:",2051,2068,"Next, Elohim commands Noah and his family to go out from the ark, blessing them Genesis 1-style, and Elohim bless Noah and his sons, and he said to them, be fruitful and multiply, fill the land.",0.659,"Next, Elohim commands Noah and his family to go out from the ark, blessing them Genesis 1 style:",1.000,,LOW_CONFIDENCE,
733,1948,1958,"9:1 And Elohim blessed Noah and his sons and he said to them,",2051,2068,"Next, Elohim commands Noah and his family to go out from the ark, blessing them Genesis 1-style, and Elohim bless Noah and his sons, and he said to them, be fruitful and multiply, fill the land.",0.457,"9:1 And Elohim blessed Noah and his sons and he said to them,",1.000,YES,SCRIPTURE_OK,
737,1948,1958,"“ Be fruitful and multiply , and fill the land .",1866,1868,The second round of the melody.,0.472,"“Be fruitful and multiply, and fill the land.",1.000,YES,SCRIPTURE_OK,
741,1958,1968,"All is good in blissful Creation at the top of the mountain with God. However, it makes an informed reader wonder what will come next…",2069,2074,All is good in blissful creation at the top of the mountain with God.,0.952,"All is good in blissful Creation at the top of the mountain with God. However, it makes an informed reader wonder what will come next… and worry. The authors continue the Creation, Choice, Division of Relationships, and Collapse cycle using very clear notes.",0.688,,TEXT_CHANGED+WHISPER_CHECK,
743,1968,1977,"and worry. The authors continue the Creation, Choice, Division of Relationships, and Collapse cycle using very clear notes.",2081,2089,"The authors continue the creation, choice, division of relationships, and collapse cycle, using very clear notes.",0.956,,0.641,,TEXT_CHANGED+WHISPER_CHECK,
748,1977,1992,"In the second pass through the melody, Genesis 8-11, notice that the authors never replay a story identically. Each cycle fills out the one before, quietly expanding your sense of what each note is communicating.",2090,2097,"In the second pass through the melody, Genesis 8-11, notice that the authors never replay a story identically.",1.000,"In the second pass through the melody, Genesis 8-11, notice that the authors never replay a story identically. Each cycle fills out the one before, quietly expanding your sense of what each note is communicating. By the end of only two laps, you’ll reflect back on Genesis 1-7 in ways that you couldn’t see before.",0.809,,TEXT_CHANGED,
752,1992,2002,"By the end of only two laps, you'll reflect back on Genesis 1-7 in ways that you couldn't see before.",2105,2111,"By the end of only two laps, you reflect back on Genesis 1-7 in ways that you couldn't have seen before.",0.959,,0.481,,TEXT_CHANGED+WHISPER_CHECK,
777,2007,2027,"We again hear Creation notes of blessing, but with a new twist, the humans and animals are partnering with God in the creation process. Events continue in blissful harmony with a sacrifice, covenant, and a sign of the covenant, the rainbow. What could go wrong?",2118,2129,"We again hear creation notes of blessing, but with a new twist, the humans and animals are partnering with God in the creation process.",0.686,,0.362,,LOW_CONFIDENCE+WHISPER_CHECK,
785,2027,2037,"However, we know the cycle will repeat since Genesis 8:21 warns us that the human heart has not changed .",2203,2213,"What could go wrong? However, we know the cycle will repeat since Genesis 8-21 warns us that the human heart has not changed.",0.910,,0.457,,TEXT_CHANGED+WHISPER_CHECK,
799,2042,2066,"The next generation repeats the sins of the old as the Choice notes begin to play in the new Eden space. Noah takes the wine in an illicit way by getting drunk. Then he uncovers himself in the middle of his tent. These are verbal echoes of Adam and Eve taking the fruit in the middle of the garden, then realizing they were naked.",2229,2236,"Noah takes the wine, and in a illicit way by getting drunk, then he uncovers himself in the middle of his tent.",0.718,,0.367,,LOW_CONFIDENCE+WHISPER_CHECK,
809,2066,2084,"Finally, Ham ""saw the nakedness of his father"". In Hebrew, a man's nakedness is his wife, Leviticus 18:7-8 spells this out plainly. The act is so terrible that the authors use a common Hebrew euphemism. Despite our modern debates and mystery, """,2249,2256,"In Hebrew a man's nakedness is his wife, Leviticus 187-8 spells this out plainly.",0.780,,0.288,,LOW_CONFIDENCE+WHISPER_CHECK,
815,2084,2127,"seeing the nakedness"" is a standard phrase stating that Ham had sex with his father's wife. The word choice ties this unthinkable moment into the "" seeing what is good in his eyes"" theme. Translators face an impossible task here. They need to maintain the 3:6 ""seeing"" hyperlink, discern the idioms, and keep it to five words or fewer. So they usually just follow the pattern of prior translations, throw their hands in the air, and give a literal word-for-word translation, leaving interpretation to the reader (which is fine, let commentaries explain it).",2261,2269,"Despite our modern debates and mystery, seeing the nakedness is a standard phrase stating that Ham had sex with his father's wife.",0.478,,0.524,,MANUAL_REVIEW,
828,2127,2156,"Next, much like God did in the Garden exit, this new state results in Noah giving blessings to Yahweh the Elohim of Shem and curses to Canaan. Wait, Canaan? Where did Ham go? Canaan, the father of the Canaanites, was Ham's fourth and final son, but the authors don't explain the generational jump at all. Instead, you are forced to use your imagination to fill in the gap.",2312,2314,"Wait, Canaan? Where did Ham go?",0.749,,0.336,,LOW_CONFIDENCE+WHISPER_CHECK,
848,2162,2184,"It is no surprise that Division comes next. In fact, it has already begun. Ham's horrific power play fractured the family, causing the three brothers to divide into the nations. The spiral continues with Nimrod building Babylon, the icon for communal evil choices used throughout the Bible.",2337,2342,"It is no surprise that division comes next. In fact, it has already begun.",0.752,"It is no surprise that Division comes next. In fact, it has already begun. Ham’s horrific power play fractured the family, causing the three brothers to divide into the nations. The spiral continues with Nimrod building Babylon, the icon for communal evil choices used throughout the Bible. Finally, Yahweh does a thorough investigation of the situation in Genesis 11:5, “And Yahweh came down to see the city and the tower that the sons of humanity built.” Dangerous notes are beginning to play.",0.740,,LOW_CONFIDENCE,
854,2184,2202,"Finally, Yahweh does a thorough investigation of the situation in Genesis 11:5, ""And Yahweh came down to see the city and the tower that the sons of humanity built ."" Dangerous notes are beginning to play.",2359,2372,"Finally, Yahweh does a thorough investigation of the situation in Genesis 11-5, and Yahweh came down to see the city and the tower that the sons of humanity built.",1.000,,0.582,,TEXT_CHANGED+WHISPER_CHECK,
871,2204,2228,"In this cycle, the collapse is Yahweh scattering the civilization of Babylon at the Tower of Babel. 11:9 ""from there Yahweh scattered them upon the face of all the land."" In our generation, scattering a nation doesn't carry the same weight, but in this context, these are Collapse notes.",2391,2395,"From there, Yahweh scattered them upon the face of all the land.",0.773,,0.613,,LOW_CONFIDENCE+WHISPER_CHECK,
877,2228,2256,"For example, in 9:19, the authors describe the ""scattering"" using the Hebrew word naphats , which Psalm 2:9 uses to ""shatter"" like a pot. So God shattered the people of Babylon like a pot onto the face of the land. God has initiated the collapse in both cycles so far to set the stage for new life, 9 but that will not always be the case as the melody continues.",2404,2414,"For example, in 9.19, the authors described the scattering using the Hebrew word in the Fats, which Psalm 2.9 uses to shatter like a pot.",0.714,"In this cycle, the collapse is Yahweh scattering the civilization of Babylon at the Tower of Babel. 11:9 “from there Yahweh scattered them upon the face of all the land.” In our generation, scattering a nation doesn't carry the same weight, but in this context, these are Collapse notes. For example, in 9:19, the authors describe the “scattering” using the Hebrew word naphats, which Psalm 2:9 uses to “shatter” like a pot. So God shattered the people of Babylon like a pot onto the face of the land. God has initiated the collapse in both cycles so far to set the stage for new life,9 but that will not always be the case as the melody continues.",0.714,,LOW_CONFIDENCE,
